Timestamp,answerCode,elapsed,assessmentItemID,KnowledgeTag,testId,userID,item,item_order,user_total_correct_cnt,user_total_ans_cnt,user_total_acc,test_size,retest,user_test_ans_cnt,user_test_correct_cnt,user_acc,test_mean,test_sum,ItemID_mean,ItemID_sum,tag_mean,tag_sum,classification,paperNum,problemNum,hours,time_bin,tag_acc,assessment_acc,test_acc,time,correct_shift_-2,correct_shift_-1,correct_shift_1,correct_shift_2,total_used_time,shift,past_correct,future_correct,past_content_correct,past_count,average_correct,past_content_count,average_content_correct,mean_time,time_median,hour,correct_per_hour,hour_mode,is_night,normalized_time,relative_time,time_cut,time_qcut,same_tag,cont_tag
2018-10-31 21:00:00,0,11,22932238,9094,5905,50370,237,0,0.0,0,0.0,7,0,0,0.0,0.0,0.42857142857142855,3,0.0,0,0.42857142857142855,3,0,905,238,21,3,0,0,0,1541019600.0,0.0,0.0,0.0,0.0,1541019600.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1541019600.0,21,0.5887978142076503,21,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-16 15:15:00,1,11,25930524,2735,0001,50397,523,0,0.0,0,0.0,5,0,0,0.0,0.0,0.8,4,1.0,1,0.8,4,0,1,524,15,2,0,0,0,1560698100.0,0.0,1.0,0.0,0.0,1560698100.0,0.0,0.0,3.0,0.0,0,0.0,0,0.0,0.0,1560966300.0,15,0.5520282186948854,15,True,-1.1058887869226879,-268200.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-18 20:15:00,1,11,74627545,4413,5715,50397,544,6,0.0,0,0.0,8,0,0,0.0,0.0,0.875,7,1.0,1,0.875,7,1,715,545,20,3,0,0,0,1560888900.0,1.0,0.0,1.0,0.0,3121587000.0,0.0,1.0,2.0,0.0,1,1.0,0,0.0,0.0,1560966300.0,20,0.5595075239398085,15,True,-0.5406804387365505,-77400.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-19 17:45:00,0,20,19614945,2297,1600,50397,944,2,0.0,0,0.0,7,0,0,0.0,0.0,0.5714285714285714,4,0.0,0,0.5714285714285714,4,0,600,945,17,2,0,0,0,1560966300.0,1.0,1.0,1.0,1.0,4682553300.0,0.0,2.0,2.0,0.0,2,1.0,0,0.0,1560851100.0,1560966300.0,17,0.5307443365695793,15,True,-0.31139780692519275,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-22 21:15:00,1,7,79590659,2698,7506,50397,658,27,0.0,0,0.0,33,0,0,0.0,0.0,0.8484848484848485,28,1.0,1,0.8484848484848485,28,0,506,659,21,3,0,0,0,1561238100.0,0.0,1.0,0.0,1.0,6243791400.0,0.0,2.0,1.0,0.0,3,0.6666666666666666,0,0.0,1561031100.0,1560966300.0,21,0.5887978142076503,15,True,0.4937574815286447,271800.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-26 16:15:00,1,4,84045455,3731,3921,50397,454,9,0.0,0,0.0,15,0,0,0.0,0.0,0.8,12,1.0,1,0.8,12,2,921,455,16,2,0,0,0,1561565700.0,0.0,0.0,1.0,0.0,7805357100.0,0.0,3.0,0.0,0.0,4,0.75,0,0.0,1561256700.0,1560966300.0,16,0.43737166324435317,15,True,1.4642095510557864,599400.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2018-10-30 11:30:00,0,37,12162338,5568,5012,50401,337,0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,1,12,338,11,1,0,0,0,1540899000.0,0.0,0.0,0.0,0.0,1540899000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1540899000.0,11,0.52099533437014,11,False,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-13 14:30:00,0,45,49747941,9705,5693,50421,940,3,0.0,0,0.0,8,0,0,0.0,0.0,0.625,5,0.0,0,0.625,5,9,693,941,14,2,0,0,0,1560436200.0,0.0,0.0,0.0,0.0,1560436200.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560436200.0,14,0.5519713261648745,14,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2018-10-11 16:45:00,0,54,69096050,5954,4714,50500,49,2,0.0,0,0.0,9,0,0,0.0,0.0,0.4444444444444444,4,0.0,0,0.4444444444444444,4,1,714,50,16,2,0,0,0,1539276300.0,0.0,0.0,0.0,0.0,1539276300.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1539276300.0,16,0.43737166324435317,16,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-13 16:30:00,0,22,66401886,9943,9058,50508,885,22,0.0,0,0.0,32,0,0,0.0,0.0,0.75,24,0.0,0,0.75,24,5,58,886,16,2,0,0,0,1560443400.0,0.0,0.0,0.0,0.0,1560443400.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560443400.0,16,0.43737166324435317,16,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-10 10:15:00,1,34,89942774,3282,6157,50526,773,20,0.0,0,0.0,24,0,0,0.0,0.0,0.4166666666666667,10,1.0,1,0.4166666666666667,10,5,157,774,10,1,0,0,0,1560161700.0,0.0,0.0,0.0,0.0,1560161700.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560161700.0,10,0.5223300970873787,10,False,0.0,0.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2019-06-07 18:30:00,0,45,1335541,6072,4426,50549,540,1,0.0,0,0.0,22,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,2,426,541,18,3,0,0,0,1559932200.0,0.0,0.0,0.0,0.0,1559932200.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1559932200.0,18,0.5845697329376854,18,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2018-10-02 15:45:00,0,95,29042799,5848,2493,50558,798,2,0.0,0,0.0,11,0,0,0.0,0.0,0.6363636363636364,7,0.0,0,0.6363636363636364,7,9,493,799,15,2,0,0,0,1538495100.0,0.0,0.0,0.0,0.0,1538495100.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1538495100.0,15,0.5520282186948854,15,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2018-09-27 17:15:00,1,10,29223782,6578,3674,50576,781,7,0.0,0,0.0,19,0,0,0.0,0.0,0.631578947368421,12,1.0,1,0.631578947368421,12,7,674,782,17,2,0,0,0,1538068500.0,0.0,0.0,0.0,0.0,1538068500.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1538068500.0,17,0.5307443365695793,17,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2018-09-12 22:45:00,1,19,49481894,9689,5384,50618,893,6,0.0,0,0.0,15,0,0,0.0,0.0,0.6666666666666666,10,1.0,1,0.6666666666666666,10,8,384,894,22,3,0,0,0,1536792300.0,0.0,0.0,0.0,0.0,1536792300.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1536792300.0,22,0.592896174863388,22,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-14 10:45:00,0,38,31091728,7342,2701,50623,727,4,0.0,0,0.0,18,0,0,0.0,0.0,0.5,9,0.0,0,0.5,9,0,701,728,10,1,0,0,0,1560509100.0,0.0,0.0,0.0,0.0,1560509100.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560509100.0,10,0.5223300970873787,10,False,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2018-09-14 15:15:00,1,10,77578871,3361,2180,50630,870,5,0.0,0,0.0,6,0,0,0.0,0.0,0.6666666666666666,4,1.0,1,0.6666666666666666,4,8,180,871,15,2,0,0,0,1536938100.0,0.0,0.0,0.0,0.0,1536938100.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1536938100.0,15,0.5520282186948854,15,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2018-09-20 19:30:00,1,11,23156906,1270,6416,50645,905,21,0.0,0,0.0,94,0,0,0.0,0.0,0.9574468085106383,90,1.0,1,0.9574468085106383,90,1,416,906,19,3,0,0,0,1537471800.0,0.0,0.0,0.0,0.0,1537471800.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1537471800.0,19,0.5618860510805501,19,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2018-09-17 15:45:00,1,27,64761507,3654,1366,50741,506,17,0.0,0,0.0,28,0,0,0.0,0.0,0.6428571428571429,18,1.0,1,0.6428571428571429,18,6,366,507,15,2,0,0,0,1537199100.0,0.0,0.0,0.0,0.0,1537199100.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1537199100.0,15,0.5520282186948854,15,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-13 10:45:00,1,30,35416718,8246,9834,50792,717,22,0.0,0,0.0,47,0,0,0.0,0.0,0.40425531914893614,19,1.0,1,0.40425531914893614,19,3,834,718,10,1,0,0,0,1560422700.0,0.0,0.0,0.0,0.0,1560422700.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560422700.0,10,0.5223300970873787,10,False,0.0,0.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2019-06-03 15:00:00,0,8,70903495,7452,7145,50890,494,0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,4,145,495,15,2,0,0,0,1559574000.0,0.0,0.0,0.0,0.0,1559574000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1559574000.0,15,0.5520282186948854,15,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2018-09-25 13:45:00,1,15,10581427,7604,9645,50901,426,4,0.0,0,0.0,21,0,0,0.0,0.0,0.5238095238095238,11,1.0,1,0.5238095238095238,11,4,645,427,13,2,0,0,0,1537883100.0,0.0,0.0,0.0,0.0,1537883100.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1537883100.0,13,0.5764499121265377,13,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-30 12:00:00,1,55,74724162,6577,8232,50947,161,0,0.0,0,0.0,1,0,0,0.0,0.0,1.0,1,1.0,1,1.0,1,3,232,162,12,2,0,0,0,1561896000.0,0.0,0.0,0.0,0.0,1561896000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1561896000.0,12,0.5175718849840255,12,False,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2018-09-30 21:45:00,1,18,89972241,2142,6000,51026,240,11,0.0,0,0.0,13,0,0,0.0,0.0,0.6153846153846154,8,1.0,1,0.6153846153846154,8,0,0,241,21,3,0,0,0,1538343900.0,0.0,0.0,0.0,0.0,1538343900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1538343900.0,21,0.5887978142076503,21,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-04 16:15:00,0,43,70641880,8765,0151,51039,879,3,0.0,0,0.0,8,0,0,0.0,0.0,0.375,3,0.0,0,0.375,3,5,151,880,16,2,0,0,0,1559664900.0,0.0,0.0,0.0,0.0,1559664900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1559664900.0,16,0.43737166324435317,16,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2018-09-13 18:00:00,1,40,22000060,8608,1195,51070,59,1,0.0,0,0.0,3,0,0,0.0,0.0,1.0,3,1.0,1,1.0,3,9,195,60,18,3,0,0,0,1536861600.0,0.0,0.0,0.0,0.0,1536861600.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1549210500.0,18,0.5845697329376854,14,True,-0.7071067811865476,-12348900.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-26 14:30:00,0,29,47057394,9825,4360,51070,393,1,0.0,0,0.0,6,0,0,0.0,0.0,0.16666666666666666,1,0.0,0,0.16666666666666666,1,6,360,394,14,2,0,0,0,1561559400.0,0.0,0.0,1.0,0.0,3098421000.0,0.0,1.0,0.0,0.0,1,1.0,0,0.0,0.0,1549210500.0,14,0.5519713261648745,14,True,0.7071067811865476,12348900.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-23 21:45:00,1,72,50041515,8882,3066,51115,514,12,0.0,0,0.0,24,0,0,0.0,0.0,0.4583333333333333,11,1.0,1,0.4583333333333333,11,6,66,515,21,3,0,0,0,1561326300.0,0.0,0.0,0.0,0.0,1561326300.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1561326300.0,21,0.5887978142076503,21,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-01 09:30:00,1,11,42934229,8161,5950,51135,228,3,0.0,0,0.0,9,0,0,0.0,0.0,1.0,9,1.0,1,1.0,9,5,950,229,9,1,0,0,0,1559381400.0,0.0,0.0,0.0,0.0,1559381400.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1559659500.0,9,0.5425531914893617,9,False,-0.7071067811865476,-278100.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2019-06-07 20:00:00,0,73,1319298,6309,6508,51135,297,0,0.0,0,0.0,17,0,0,0.0,0.0,0.5294117647058824,9,0.0,0,0.5294117647058824,9,0,508,298,20,3,0,0,0,1559937600.0,0.0,0.0,1.0,0.0,3119319000.0,0.0,1.0,0.0,0.0,1,1.0,0,0.0,0.0,1559659500.0,20,0.5595075239398085,9,False,0.7071067811865476,278100.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2019-05-27 13:00:00,1,8,23361390,6173,6527,51155,389,3,0.0,0,0.0,23,0,0,0.0,0.0,0.34782608695652173,8,1.0,1,0.34782608695652173,8,2,527,390,13,2,0,0,0,1558962000.0,0.0,0.0,0.0,0.0,1558962000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1558962000.0,13,0.5764499121265377,13,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2018-10-27 20:45:00,0,48,98005673,5576,6323,51163,672,11,0.0,0,0.0,12,0,0,0.0,0.0,0.4166666666666667,5,0.0,0,0.4166666666666667,5,2,323,673,20,3,0,0,0,1540673100.0,0.0,0.0,0.0,0.0,1540673100.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1540673100.0,20,0.5595075239398085,20,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-12 11:15:00,1,17,16338147,4994,5051,51303,146,7,0.0,0,0.0,62,0,0,0.0,0.0,0.7741935483870968,48,1.0,1,0.7741935483870968,48,5,51,147,11,1,0,0,0,1560338100.0,0.0,0.0,0.0,0.0,1560338100.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560338100.0,11,0.52099533437014,11,False,0.0,0.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2018-09-20 09:00:00,1,14,69183029,6742,3276,51310,28,19,0.0,0,0.0,25,0,0,0.0,0.0,0.76,19,1.0,1,0.76,19,7,276,29,9,1,0,0,0,1537434000.0,0.0,0.0,0.0,0.0,1537434000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1537434000.0,9,0.5425531914893617,9,False,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-19 16:15:00,0,4,86029209,3022,9177,51340,208,6,0.0,0,0.0,7,0,0,0.0,0.0,0.2857142857142857,2,0.0,0,0.2857142857142857,2,7,177,209,16,2,0,0,0,1560960900.0,0.0,0.0,0.0,0.0,1560960900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560960900.0,16,0.43737166324435317,16,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2018-09-14 22:30:00,1,43,63363357,6087,9017,51358,356,20,0.0,0,0.0,28,0,0,0.0,0.0,0.5714285714285714,16,1.0,1,0.5714285714285714,16,1,17,357,22,3,0,0,0,1536964200.0,0.0,0.0,0.0,0.0,1536964200.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1536964200.0,22,0.592896174863388,22,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-17 10:45:00,0,78,59427246,1007,0172,51412,245,12,0.0,0,0.0,24,0,0,0.0,0.0,0.7916666666666666,19,0.0,0,0.7916666666666666,19,7,172,246,10,1,0,0,0,1560768300.0,0.0,0.0,0.0,0.0,1560768300.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560768300.0,10,0.5223300970873787,10,False,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-17 14:45:00,0,0,13941409,4478,9992,51467,408,2,0.0,0,0.0,16,0,0,0.0,0.0,0.1875,3,0.0,0,0.1875,3,9,992,409,14,2,0,0,0,1560782700.0,0.0,0.0,0.0,0.0,1560782700.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560782700.0,14,0.5519713261648745,14,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-17 13:00:00,0,11,60255439,1464,4879,51473,438,64,0.0,0,0.0,99,0,0,0.0,0.0,0.8181818181818182,81,0.0,0,0.8181818181818182,81,7,879,439,13,2,0,0,0,1560776400.0,0.0,0.0,0.0,0.0,1560776400.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560776400.0,13,0.5764499121265377,13,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2018-09-27 13:15:00,1,9,90723689,1636,6489,51475,688,8,0.0,0,0.0,9,0,0,0.0,0.0,0.4444444444444444,4,1.0,1,0.4444444444444444,4,8,489,689,13,2,0,0,0,1538054100.0,0.0,0.0,0.0,0.0,1538054100.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1538054100.0,13,0.5764499121265377,13,True,0.0,0.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-24 16:15:00,0,31,24571922,1104,7089,51518,921,1,0.0,0,0.0,7,0,0,0.0,0.0,0.42857142857142855,3,0.0,0,0.42857142857142855,3,8,89,922,16,2,0,0,0,1561392900.0,0.0,0.0,0.0,0.0,1561392900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1561392900.0,16,0.43737166324435317,16,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-18 20:45:00,1,18,69535691,2921,0308,51587,690,17,0.0,0,0.0,28,0,0,0.0,0.0,0.14285714285714285,4,1.0,1,0.14285714285714285,4,0,308,691,20,3,0,0,0,1560890700.0,0.0,0.0,0.0,0.0,1560890700.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560890700.0,20,0.5595075239398085,20,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2018-10-11 18:15:00,0,95,60318636,9988,6072,51605,635,2,0.0,0,0.0,4,0,0,0.0,0.0,0.5,2,0.0,0,0.5,2,7,72,636,18,3,0,0,0,1539281700.0,0.0,0.0,0.0,0.0,1539281700.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1560972600.0,18,0.5845697329376854,19,True,-1.154700537633812,-21690900.0,"(1535763554.1, 1544505000.0]","(1535789699.999, 1557160200.0]",False,0
2019-06-19 19:30:00,0,280,14669143,6745,1727,51605,142,0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,2,727,143,19,3,0,0,0,1560972600.0,0.0,0.0,0.0,0.0,3100254300.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,1560972600.0,19,0.5618860510805501,19,True,0.5773143363893298,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-19 19:45:00,0,88,71298395,9344,4969,51605,394,2,0.0,0,0.0,6,0,0,0.0,0.0,0.16666666666666666,1,0.0,0,0.16666666666666666,1,6,969,395,19,3,0,0,0,1560973500.0,0.0,0.0,0.0,0.0,4661227800.0,0.0,0.0,0.0,0.0,2,0.0,0,0.0,1553742600.0,1560972600.0,19,0.5618860510805501,19,True,0.577386201244482,900.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
2019-06-04 19:00:00,0,73,59855431,2067,5608,51636,430,11,0.0,0,0.0,19,0,0,0.0,0.0,0.47368421052631576,9,0.0,0,0.47368421052631576,9,0,608,431,19,3,0,0,0,1559674800.0,0.0,0.0,0.0,0.0,1559674800.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1559674800.0,19,0.5618860510805501,19,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1557160200.0, 1560434400.0]",False,0
2019-06-20 14:30:00,0,24,62999775,7883,9849,51652,774,26,0.0,0,0.0,42,0,0,0.0,0.0,0.7857142857142857,33,0.0,0,0.7857142857142857,33,4,849,775,14,2,0,0,0,1561041000.0,0.0,0.0,0.0,0.0,1561041000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1561041000.0,14,0.5519713261648745,14,True,0.0,0.0,"(1553220300.0, 1561935600.0]","(1560434400.0, 1561935600.0]",False,0
