Timestamp,answerCode,elapsed,assessmentItemID,userID,KnowledgeTag,testId
2018-09-12 15:30:00 UTC,True,35,141882970,170747,6105,12227
2018-09-27 11:15:00 UTC,True,26,173589812,152087,5365,8085
2018-09-20 14:15:00 UTC,True,9,147777341,75005,8456,7294
2019-05-09 17:00:00 UTC,True,42,129198889,64613,3956,8404
2018-09-19 07:15:00 UTC,True,19,142515414,98615,6367,6404
2018-09-07 13:45:00 UTC,True,93,194792663,131009,3264,5092
2018-09-15 12:45:00 UTC,True,17,141898775,76689,3381,6115
2019-05-29 12:00:00 UTC,True,11,156919398,138156,9116,5693
2018-09-17 22:45:00 UTC,True,14,126396561,161680,7001,19482
2019-06-30 20:15:00 UTC,False,130,117707397,195476,5564,7635
2018-10-31 20:15:00 UTC,False,141,160020455,166805,7956,2621
2019-06-05 13:45:00 UTC,False,11,151437729,68816,9259,8853
2018-10-11 10:15:00 UTC,False,13,143814438,72107,9855,9085
2018-10-25 08:45:00 UTC,False,1800,168096346,77432,4330,2796
2018-09-25 10:45:00 UTC,True,33,167564147,92856,5184,10667
2019-06-24 19:00:00 UTC,True,18,192520855,62134,6128,17392
2019-05-06 16:15:00 UTC,True,2,154247975,173218,9493,14350
2019-06-03 19:15:00 UTC,False,76,161337825,189495,7701,6244
2019-05-30 16:45:00 UTC,True,56,167889887,198589,1972,3936
2019-06-19 22:15:00 UTC,True,12,104835206,100435,1475,5193
2018-09-11 16:30:00 UTC,True,54,168687153,170232,2616,3217
2019-06-26 09:15:00 UTC,True,12,112020373,196513,2006,13891
2019-05-23 16:15:00 UTC,True,65,191321239,55660,3996,14457
2018-10-19 18:00:00 UTC,False,114,131949681,72264,4413,15056
2019-05-01 21:15:00 UTC,True,11,108646257,71491,1928,16517
2018-09-20 16:30:00 UTC,True,15,141282963,74502,6296,3806
2018-09-27 15:15:00 UTC,True,69,115455661,191858,1560,14608
2019-06-15 22:00:00 UTC,True,29,149501018,84330,9129,10386
2018-09-11 09:30:00 UTC,True,62,116563077,58352,2198,9310
2019-06-18 08:15:00 UTC,True,22,170733468,100506,3335,7794
2018-10-15 16:45:00 UTC,False,12,161230033,150346,2503,9137
2019-06-26 09:00:00 UTC,False,8,147306332,93770,1823,8562
2019-06-04 16:00:00 UTC,False,18,117253830,100916,4365,6343
2019-06-30 22:00:00 UTC,True,13,161070253,142923,5549,7180
2018-09-25 13:45:00 UTC,True,15,149688767,114135,2615,18438
2019-06-11 20:15:00 UTC,False,17,114310641,115262,2663,18178
2018-10-09 16:15:00 UTC,False,7,122398438,92017,7950,17432
2019-06-08 06:45:00 UTC,True,13,199616375,142816,6570,10477
2019-06-25 09:45:00 UTC,True,51,157297046,84023,7313,9966
2018-09-15 21:45:00 UTC,True,123,195625754,91984,6634,5082
2018-10-02 22:15:00 UTC,False,19,121235509,91792,4712,16789
2018-10-28 14:30:00 UTC,False,11,108233590,133108,4508,2632
2018-09-22 18:00:00 UTC,True,5,151181065,197468,1291,6787
2019-06-10 14:45:00 UTC,False,5,132988642,147855,8045,16796
2018-09-10 20:30:00 UTC,True,13,112434127,57828,2503,9137
2019-05-19 19:30:00 UTC,True,5,100161636,102630,2181,7476
2019-06-19 21:00:00 UTC,True,11,185517757,193968,7344,6970
2019-06-09 17:15:00 UTC,False,39,131153555,111133,6760,14292
2019-06-06 09:00:00 UTC,True,28,154298443,176808,4365,6343
2019-06-12 09:00:00 UTC,True,5,144439303,163008,5298,11656
2019-06-12 21:00:00 UTC,False,18,194884607,168836,2615,18438
2019-06-02 19:00:00 UTC,False,10,163238439,164444,4047,3102
2018-10-02 17:00:00 UTC,False,48,162654107,62998,9759,6694
2019-06-23 22:00:00 UTC,False,1800,115592263,96869,7974,18357
2019-06-25 06:30:00 UTC,True,10,110544232,54074,6042,11371
2019-06-29 21:45:00 UTC,True,9,186353294,172637,3482,14735
2019-05-18 15:45:00 UTC,True,7,182585208,114978,5054,4015
2019-06-12 15:00:00 UTC,False,96,140406948,196354,6669,5834
2019-06-17 21:30:00 UTC,True,11,198937337,162938,6201,11769
2019-06-17 11:15:00 UTC,True,20,186556553,195432,6238,12088
2018-09-16 21:30:00 UTC,True,17,101814901,175716,3319,16583
2019-06-24 08:45:00 UTC,True,9,132088513,115838,2414,2841
2019-05-14 16:30:00 UTC,True,27,138971553,116677,5063,6286
2019-06-10 20:30:00 UTC,False,28,179484804,86683,9827,3211
2019-06-03 13:15:00 UTC,True,10,137411026,94315,2451,10103
2019-06-14 13:00:00 UTC,True,23,125823170,77857,7950,17432
2019-06-18 20:30:00 UTC,True,30,151473424,149985,1326,14136
2019-06-27 10:00:00 UTC,True,58,146315852,101228,6451,4220
2019-06-16 14:00:00 UTC,False,47,196725792,161455,6998,10353
2019-06-21 13:00:00 UTC,False,27,108521399,106141,8720,15588
2019-06-21 11:15:00 UTC,True,23,147139192,155746,5468,6033
2018-09-18 14:00:00 UTC,True,7,186312874,156480,7797,16571
2019-06-06 12:45:00 UTC,True,7,100220780,191987,1168,7931
2019-06-28 09:30:00 UTC,False,6,162521876,83131,6978,17734
2019-06-12 20:00:00 UTC,False,8,113462817,132968,8170,9344
2019-06-30 20:15:00 UTC,False,134,126984867,161171,8884,10507
2019-06-04 19:00:00 UTC,False,6,191487693,164135,4686,14261
2018-10-21 15:45:00 UTC,True,9,174067126,161689,4433,2736
2019-06-06 16:30:00 UTC,False,106,179192052,179686,1376,6391
2019-06-19 19:30:00 UTC,True,7,166920458,188347,6704,15235
2018-09-13 22:00:00 UTC,True,23,113934679,92591,1603,10921
2019-06-24 15:00:00 UTC,False,13,101693232,56368,8732,16050
2019-06-04 16:45:00 UTC,False,8,188019387,78012,7891,19497
2019-06-05 16:30:00 UTC,False,1800,184882674,105888,5295,7689
2019-06-20 08:30:00 UTC,True,4,159655712,115979,7344,6970
2019-06-03 16:30:00 UTC,False,20,149916935,113023,3880,9355
2019-06-11 21:45:00 UTC,True,7,158636422,145625,7143,7274
2019-06-20 14:30:00 UTC,False,24,134388686,154337,1168,7931
2018-09-21 09:15:00 UTC,True,10,107879022,66581,3159,16237
2018-10-03 16:00:00 UTC,False,8,117372481,129092,1252,17672
2019-06-09 14:15:00 UTC,False,13,189854752,144196,4443,11418
2018-09-20 19:00:00 UTC,True,106,194196004,158115,9062,5780
2019-06-13 09:00:00 UTC,False,23,129910059,51014,3379,9306
2019-06-21 08:45:00 UTC,False,9,106314566,128684,2500,17722
2019-06-17 16:15:00 UTC,False,33,104656906,155585,8712,19211
2019-06-16 19:30:00 UTC,True,7,150279766,89608,7344,6970
2019-06-12 19:00:00 UTC,True,9,172511923,183612,3364,11127
2019-06-03 11:45:00 UTC,False,10,176905369,134973,2804,5655
2019-06-08 14:15:00 UTC,False,89,136358927,50214,8100,6107
2019-06-13 16:15:00 UTC,False,139,168213171,78923,2640,19295
2019-06-17 20:00:00 UTC,True,11,158874805,154333,1751,9843
2019-06-08 10:00:00 UTC,True,42,128131267,180720,2620,16803
2018-09-29 16:45:00 UTC,True,32,107220964,123665,4612,14238
2018-09-29 20:30:00 UTC,True,4,154147731,126771,6022,10699
2018-09-17 20:00:00 UTC,True,5,124131307,181753,6878,9588
2018-10-10 14:00:00 UTC,True,6,126689230,175762,2577,19050
2019-06-13 10:45:00 UTC,True,30,177738755,141877,1038,9412
2018-09-12 16:00:00 UTC,True,29,123705022,157475,5827,11147
2019-06-20 15:15:00 UTC,True,26,102259327,150314,2233,2060
2019-06-15 10:00:00 UTC,True,6,170662244,109428,3381,6115
2019-06-02 20:15:00 UTC,True,21,112441896,186504,8273,18344
2018-10-04 16:15:00 UTC,False,75,151559803,121869,4160,2593
2019-06-15 21:15:00 UTC,False,120,186824634,125430,1326,14136
2019-06-18 20:45:00 UTC,True,21,186175358,177516,3869,7879
2019-06-15 12:00:00 UTC,False,8,113460599,123918,7544,18217
2019-05-16 13:45:00 UTC,True,155,132129190,196846,2719,13249
2018-09-22 13:30:00 UTC,True,13,173233515,66169,1363,5275
2019-06-03 09:45:00 UTC,True,3,166578185,100715,1145,19609
2019-05-28 17:00:00 UTC,True,39,138736340,95673,6570,10477
2019-06-29 11:15:00 UTC,False,52,123344837,74695,9835,15772
2018-10-30 16:15:00 UTC,False,308,149210417,118012,1496,16478
2019-06-30 20:30:00 UTC,True,15,135438061,59828,8273,18344
2019-06-13 16:15:00 UTC,True,88,150015107,168041,5901,9044
2019-06-15 22:00:00 UTC,True,28,146456272,111589,5270,3932
2018-10-15 16:30:00 UTC,False,17,106538983,116519,7826,12990
2019-06-21 02:15:00 UTC,False,14,102671620,138368,9593,6796
2018-09-20 22:00:00 UTC,True,18,156333392,175267,7219,7056
2018-10-20 20:00:00 UTC,False,11,165184582,160352,1687,13202
2019-06-06 16:45:00 UTC,True,10,139517019,124938,7772,4503
2018-10-24 17:00:00 UTC,False,43,164161353,148448,8559,14873
2019-06-02 20:30:00 UTC,False,5,169457208,61503,6201,11769
2018-09-02 19:00:00 UTC,True,89,154301078,56887,6573,8676
2019-06-14 16:15:00 UTC,False,40,196373916,160994,6860,8873
2018-09-17 15:30:00 UTC,True,17,177032010,121412,1557,13713
2019-06-10 10:15:00 UTC,True,13,160467734,50558,8387,17687
2019-06-10 16:45:00 UTC,False,23,148927194,96813,7891,19497
2019-06-09 18:30:00 UTC,True,15,145028417,113736,4586,2701
2019-05-17 12:45:00 UTC,True,10,164376535,181816,6705,10950
2019-06-06 17:30:00 UTC,False,46,196058885,79340,5669,13466
2019-06-23 16:30:00 UTC,True,38,199796132,185905,8984,17768
2019-06-27 08:45:00 UTC,False,200,137392772,114674,5852,4776
2019-06-05 09:45:00 UTC,False,13,172864067,60905,2754,12742
2019-06-01 21:15:00 UTC,True,21,129988882,134382,4978,17012
2019-06-10 21:45:00 UTC,False,48,172153892,81448,4443,11418
2019-05-21 16:30:00 UTC,True,14,125728419,154667,5474,7576
2018-09-19 22:15:00 UTC,True,19,159248033,65148,3171,17189
2019-06-11 23:00:00 UTC,True,277,135597428,182338,2754,12742
2019-06-13 14:15:00 UTC,True,37,127615776,85504,6928,15609
2018-10-04 08:15:00 UTC,False,88,120731290,188379,4289,2897
2018-10-04 08:15:00 UTC,False,32,149287266,153859,9162,8929
2018-10-31 22:00:00 UTC,False,97,125388071,52783,4581,17512
2018-09-06 20:45:00 UTC,True,11,199830308,186895,9044,9353
2019-06-05 10:30:00 UTC,True,11,108527310,126105,2979,17343
2018-09-07 18:45:00 UTC,True,30,167078842,69269,7875,19779
2019-06-27 11:45:00 UTC,True,16,157715043,139178,3381,6115
2019-06-03 20:00:00 UTC,True,6,194587002,64342,5010,8950
2019-06-20 15:00:00 UTC,False,75,154825421,169770,3379,9306
2019-06-15 15:15:00 UTC,True,2,183404427,137358,7249,14815
2019-06-18 11:15:00 UTC,True,9,131888143,100663,7344,6970
2018-09-03 21:15:00 UTC,True,81,135188420,60607,6573,8676
2019-06-04 18:00:00 UTC,False,832,153859680,52500,4156,7473
2018-10-20 16:15:00 UTC,False,16,187298837,124231,6383,5664
2018-09-21 21:30:00 UTC,True,131,161594815,81796,6634,5082
2019-06-20 12:30:00 UTC,True,22,158044651,109592,2143,17995
2018-09-25 16:15:00 UTC,True,35,183307099,133718,6129,11507
2019-06-11 10:00:00 UTC,True,26,118770809,57937,2878,14918
2019-06-18 15:15:00 UTC,False,88,111687721,97152,3663,3147
2019-06-25 12:45:00 UTC,False,135,104196963,61317,2496,5219
2018-09-10 21:15:00 UTC,True,56,169302508,143179,8821,10508
2018-09-04 17:00:00 UTC,True,41,140868522,116565,2847,13948
2018-09-30 10:00:00 UTC,True,96,166382750,57768,4092,10092
2019-06-26 09:15:00 UTC,False,41,100944083,99238,8834,11485
2019-06-23 16:15:00 UTC,True,12,176354329,100114,7891,19497
2018-09-21 08:30:00 UTC,True,9,117830035,104289,4047,3102
2018-09-21 13:15:00 UTC,True,37,165047363,182095,1363,5275
2019-06-23 15:00:00 UTC,False,34,111106424,186211,4586,2701
2019-06-15 00:30:00 UTC,False,22,167698864,126033,4686,14261
2019-06-14 15:00:00 UTC,False,78,168327050,170775,9129,10386
2019-06-21 12:00:00 UTC,False,104,106398244,188327,9479,17409
2018-10-12 17:15:00 UTC,False,124,110414384,113844,6964,16579
2019-06-10 16:00:00 UTC,False,15,134966921,182763,5283,15462
2019-06-20 15:45:00 UTC,False,67,122952142,141604,1314,11918
2019-06-30 17:30:00 UTC,False,95,146063935,135024,7805,3700
2018-10-02 20:30:00 UTC,False,71,170858411,191695,8316,5291
2019-06-16 14:15:00 UTC,False,15,184213750,149834,5080,18930
2018-09-22 15:45:00 UTC,True,3,142753835,54586,5935,4274
2019-06-14 18:30:00 UTC,False,32,112363657,134356,5312,13943
2019-06-19 13:30:00 UTC,True,24,167259274,120285,7054,4571
2019-06-09 15:30:00 UTC,True,19,147281683,136309,7143,7274
2018-09-16 21:45:00 UTC,True,19,170001689,162688,8382,11679
2019-06-19 08:45:00 UTC,False,12,115058924,118661,5010,8950
2019-06-10 20:15:00 UTC,True,7,120551901,179646,9986,4745
2018-09-14 16:00:00 UTC,True,70,122393250,191613,1667,16654
2019-06-20 20:00:00 UTC,True,19,100418595,86290,2331,18937
2018-10-02 22:00:00 UTC,False,16,176941189,156147,9788,2574
2019-05-28 16:45:00 UTC,True,9,188478533,189353,6704,15235
2018-09-04 16:00:00 UTC,True,9,158162964,143544,3945,14384
2019-06-03 16:30:00 UTC,False,155,134157771,105987,8550,18245
2019-06-11 17:15:00 UTC,False,17,107194268,91132,4612,14238
2018-10-14 12:00:00 UTC,False,19,106647728,62015,4433,2736
2019-06-22 11:15:00 UTC,False,12,112627757,99913,6187,6505
2019-06-02 19:15:00 UTC,False,40,195381396,168663,4156,7473
2019-06-27 13:00:00 UTC,False,28,188779066,111200,7795,19545
2019-06-20 11:30:00 UTC,False,28,115218452,164742,5468,6033
2019-06-10 16:45:00 UTC,False,57,108380108,59505,1431,16716
2019-06-03 22:00:00 UTC,True,45,198355879,128878,5568,5367
2019-06-14 12:15:00 UTC,False,299,180783100,186882,1303,7033
2019-06-22 16:45:00 UTC,False,7,142111595,52081,5732,6282
2019-05-09 15:45:00 UTC,True,9,107266387,63154,1687,13202
2018-09-18 20:15:00 UTC,True,58,187692255,68407,2821,8849
2018-09-20 13:45:00 UTC,True,13,162467067,101019,4056,11837
2018-10-24 10:30:00 UTC,True,15,134505237,185139,6958,6573
2019-05-12 02:00:00 UTC,True,8,173005425,98916,1767,4973
2018-10-19 16:30:00 UTC,False,14,165294564,137646,9390,11102
2019-06-10 08:30:00 UTC,False,59,195296251,148906,1972,3936
2019-06-19 14:30:00 UTC,False,28,137035784,66846,6823,8579
2019-06-11 21:30:00 UTC,False,40,111333018,142855,3738,14285
2019-06-14 22:00:00 UTC,True,5,172145117,106655,4612,14238
2019-06-28 07:45:00 UTC,True,5,133849834,122398,8564,7877
2019-06-06 16:00:00 UTC,False,9,117531236,126947,6937,18269
2018-10-22 19:45:00 UTC,False,19,198733801,100440,3261,19158
2019-06-22 14:30:00 UTC,True,50,190364842,129055,2003,3794
2019-06-04 20:00:00 UTC,True,4,156316690,88250,1557,13713
2019-06-13 09:45:00 UTC,True,22,114707110,77848,9731,19934
2018-10-30 21:00:00 UTC,False,269,149800787,92785,4213,12337
2019-06-27 06:15:00 UTC,False,22,179633250,90983,2950,18219
2018-10-08 15:30:00 UTC,True,8,197521690,161101,3159,16237
2018-10-31 20:15:00 UTC,False,153,193887871,162440,9944,11503
2018-09-09 12:00:00 UTC,True,27,173551094,189018,1952,2448
2019-06-20 21:30:00 UTC,False,67,195138581,98287,3309,14327
2019-05-13 08:45:00 UTC,True,5,116823111,64002,1291,6787
2018-09-13 20:15:00 UTC,True,10,176517227,53108,7219,7056
2019-06-11 16:30:00 UTC,False,16,118462196,73941,6275,4778
2019-06-10 16:15:00 UTC,True,86,166530115,196400,6101,9494
2018-09-29 18:00:00 UTC,True,8,190625134,134429,7219,7056
2019-06-26 09:45:00 UTC,False,15,133706401,66109,3193,10851
2019-06-17 13:00:00 UTC,False,11,148316843,180997,3159,16237
2019-05-14 00:00:00 UTC,True,47,180375467,175546,6757,12835
2019-06-04 09:45:00 UTC,False,10,116346983,53108,6275,4778
2019-06-15 19:45:00 UTC,True,102,151584930,65587,6339,7008
2018-10-15 13:00:00 UTC,False,57,187509571,193536,4581,17512
2019-06-06 15:45:00 UTC,False,16,109646979,184513,6201,11769
2019-06-15 22:00:00 UTC,True,14,141856869,104920,4612,14238
2019-06-18 17:15:00 UTC,False,33,110048661,58482,1038,9412
2019-06-03 15:30:00 UTC,True,13,144039132,147675,1269,17475
2019-06-10 11:45:00 UTC,False,3,135907087,123091,8939,11010
2019-06-03 13:30:00 UTC,False,8,150275724,69194,1072,12597
2018-10-21 22:30:00 UTC,False,20,173937422,51364,1501,13512
2018-10-14 12:30:00 UTC,False,49,142877870,169538,6021,4652
2019-06-24 09:30:00 UTC,False,29,197101033,87069,1972,3936
2018-09-25 20:15:00 UTC,True,21,188682753,136563,7219,7056
2018-10-01 22:15:00 UTC,False,5,165746454,85028,9412,6834
2019-06-14 16:15:00 UTC,True,12,198336354,104047,5513,9930
2019-06-26 09:15:00 UTC,True,18,137657986,79542,1326,14136
2019-06-07 23:00:00 UTC,False,16,130336382,175005,8482,5575
2019-06-17 12:00:00 UTC,False,44,187273981,55822,1496,16478
2019-06-17 19:45:00 UTC,False,23,106973257,157402,6275,4778
2018-09-28 11:00:00 UTC,True,39,113961152,140763,4856,17606
2019-06-03 20:00:00 UTC,False,8,164287777,80916,1771,8725
2019-06-14 08:00:00 UTC,True,6,170341677,68342,1269,17475
2019-06-18 13:15:00 UTC,False,23,173046634,151560,9828,15730
2019-06-27 14:30:00 UTC,False,56,110251202,165062,6760,14292
2018-09-19 11:45:00 UTC,True,66,121980150,90300,6928,15609
2018-10-13 20:15:00 UTC,False,22,128363846,185123,2414,2841
2018-10-26 11:30:00 UTC,False,31,148046375,199400,9828,15730
2019-06-12 16:45:00 UTC,False,12,128984161,144850,9268,18416
2019-06-15 13:30:00 UTC,True,95,197768466,147601,1928,16517
2019-06-18 15:45:00 UTC,False,4,179723405,58698,4856,17606
2019-06-01 19:15:00 UTC,True,20,129509225,104923,4569,8734
2019-05-25 22:15:00 UTC,True,54,184855577,136342,6760,14292
2019-05-14 14:30:00 UTC,True,25,167778587,188507,8225,17182
2019-06-26 22:45:00 UTC,True,15,158321403,170080,3159,16237
2019-06-23 10:45:00 UTC,False,29,109741862,149495,7180,16812
2018-10-22 15:15:00 UTC,False,167,109862730,176696,2832,6674
2019-05-29 18:30:00 UTC,True,19,199177123,72219,6823,8579
2019-06-23 19:30:00 UTC,False,128,119274633,121137,2615,18438
2019-06-13 21:15:00 UTC,False,42,185445291,149325,2615,18438
2019-06-23 23:30:00 UTC,False,27,165494579,69865,4505,17950
2019-06-14 23:15:00 UTC,False,14,152097849,85938,6187,6505
2019-06-05 14:45:00 UTC,True,214,185060162,59755,8696,10206
2018-10-02 21:15:00 UTC,True,21,128589650,135024,6022,10699
2019-06-24 11:15:00 UTC,False,22,139412842,155471,3159,16237
2018-09-25 12:30:00 UTC,True,15,109315757,167127,5012,19761
2018-10-08 10:15:00 UTC,False,11,145291898,139084,3894,13726
2018-10-26 19:15:00 UTC,False,11,196958327,75581,8193,2533
2018-09-16 21:15:00 UTC,True,28,146198866,153833,2615,18438
2018-10-01 12:00:00 UTC,False,14,199247988,182629,6210,16675
2018-09-29 20:30:00 UTC,True,62,108547889,98216,6634,5082
2018-10-30 09:30:00 UTC,False,31,189029577,128924,3945,14384
2019-05-23 20:45:00 UTC,True,3,176100434,56784,9927,11599
2018-09-01 20:30:00 UTC,True,31,193160485,164019,4875,12671
2018-10-30 17:15:00 UTC,True,15,161174572,75373,2941,3529
2019-06-13 15:45:00 UTC,False,23,192444183,195402,8273,18344
2018-10-09 16:45:00 UTC,False,38,194964608,146766,1164,15339
2018-10-16 16:45:00 UTC,False,95,149221974,98895,8709,16494
2018-09-02 18:30:00 UTC,True,19,141267520,131654,2941,3529
2019-05-17 16:45:00 UTC,True,19,136545423,112582,6554,5183
2019-06-17 11:00:00 UTC,False,95,134005795,135504,2189,6499
2019-06-03 16:30:00 UTC,False,79,188682314,68263,6860,8873
2019-06-06 15:45:00 UTC,False,67,123170041,183430,6878,9588
2019-06-25 21:30:00 UTC,False,74,174319595,127223,2500,17722
2019-06-16 20:45:00 UTC,True,27,100825524,175722,6380,8000
2019-06-28 17:15:00 UTC,False,24,174591871,147206,1077,19511
