Timestamp,answerCode,elapsed,assessmentItemID,KnowledgeTag,testId,userID
2019-06-19 21:30:00 UTC,False,26,178012757,8747,27757,126317
2018-09-25 14:45:00 UTC,True,31,167787831,4029,29776,159427
2018-10-11 17:15:00 UTC,False,9,130217569,8477,29427,136219
2019-06-22 10:45:00 UTC,True,5,167876445,5677,24720,195231
2018-09-25 23:15:00 UTC,True,155,153085113,2177,21915,136767
2019-05-14 16:15:00 UTC,True,8,122927302,3625,33651,59081
2019-06-23 11:30:00 UTC,False,46,163999422,4376,29321,107167
2019-06-28 10:45:00 UTC,False,27,110343063,3751,21293,76410
2019-06-11 16:15:00 UTC,False,52,132132115,4373,25482,151413
2019-06-12 10:00:00 UTC,True,8,110521648,4658,29654,93624
2019-06-09 17:15:00 UTC,False,23,114788880,4647,24010,191151
2019-06-05 21:00:00 UTC,False,18,131321123,1462,33660,140544
2019-06-10 15:45:00 UTC,False,18,105476238,1079,39833,132454
2019-06-14 14:30:00 UTC,False,269,143905069,7229,38381,75079
2018-09-30 20:15:00 UTC,True,16,174986304,1270,36416,62705
2018-09-09 19:30:00 UTC,True,9,171154974,8747,27757,165811
2019-05-16 17:00:00 UTC,True,37,194141106,9986,28522,76328
2018-09-28 20:00:00 UTC,True,40,199308146,6258,37278,165129
2019-06-14 21:15:00 UTC,True,10,105102830,9943,29058,166446
2018-10-01 16:30:00 UTC,False,12,182530138,1786,27414,142036
2018-09-25 11:00:00 UTC,True,6,132563335,6779,25082,132488
2019-06-16 14:30:00 UTC,False,10,112613406,1590,26885,52462
2019-06-12 20:15:00 UTC,False,3,171160268,7434,37895,140313
2019-06-14 16:30:00 UTC,False,47,118209075,5473,31431,189774
2018-10-26 18:45:00 UTC,False,78,171989886,6128,21556,163133
2019-06-22 11:00:00 UTC,True,3,181874264,2656,28055,81247
2018-09-17 20:00:00 UTC,True,5,129954214,2937,26213,116684
2019-06-03 12:00:00 UTC,False,21,101338265,5677,24720,196423
2019-06-12 15:45:00 UTC,True,18,143840067,5415,34723,95778
2018-10-05 20:45:00 UTC,False,29,135796624,1692,26957,75685
2019-06-06 22:30:00 UTC,False,7,115476968,3690,28893,79194
2019-06-14 08:30:00 UTC,True,44,124100448,6389,21536,65800
2019-06-29 22:00:00 UTC,True,6,121070121,3751,21293,161458
2019-05-15 15:00:00 UTC,True,18,138618890,5700,27020,193820
2018-09-19 22:15:00 UTC,True,48,131933849,5278,26023,75547
2019-05-20 15:30:00 UTC,True,4,139140616,6479,20166,108349
2019-06-24 09:45:00 UTC,True,11,180313494,3927,26743,188015
2019-06-12 19:15:00 UTC,True,5,192816287,7384,20351,126915
2019-06-13 14:45:00 UTC,False,78,119755182,5055,39431,82262
2019-06-28 22:30:00 UTC,True,18,194401557,4644,28327,168349
2018-09-19 17:30:00 UTC,True,48,170364910,9689,35384,135835
2019-06-02 09:15:00 UTC,True,47,173289782,7158,26875,177891
2019-06-06 11:45:00 UTC,False,35,127254185,2067,35608,97662
2019-06-05 12:00:00 UTC,False,55,150978891,3484,34727,59054
2018-10-11 16:45:00 UTC,False,54,169096050,5954,34714,50500
2019-06-26 11:30:00 UTC,False,88,100015221,6065,28520,171379
2018-10-16 16:30:00 UTC,False,19,191838328,5470,23583,72092
2018-09-19 11:30:00 UTC,True,20,180902433,7839,38694,199643
2019-06-10 20:30:00 UTC,False,156,149521990,7563,28435,81336
2019-06-25 14:30:00 UTC,True,6,133853009,8071,36317,187830
2019-05-01 10:15:00 UTC,True,39,134868692,9296,39137,129065
2019-06-11 23:00:00 UTC,True,6,188918638,1573,24601,78253
2019-05-19 16:00:00 UTC,True,10,112186017,8298,30474,72284
2019-06-01 14:45:00 UTC,True,15,161619281,8242,30214,97305
2018-09-24 11:45:00 UTC,True,8,102815551,2177,21915,180675
2019-06-23 18:45:00 UTC,False,21,141877359,3100,37410,178136
2019-06-30 15:00:00 UTC,False,125,146349066,6697,23450,55510
2018-10-19 11:30:00 UTC,True,29,126830073,6819,27890,109107
2019-06-18 22:00:00 UTC,True,550,199844444,2118,27587,99163
2019-05-27 19:15:00 UTC,True,7,179814231,6199,28443,159544
2019-06-10 16:30:00 UTC,False,27,154171446,6244,38384,175335
2019-05-15 21:00:00 UTC,True,45,196008372,6332,22069,145758
2019-06-17 17:15:00 UTC,False,97,138938319,4029,29776,73231
2019-06-08 18:15:00 UTC,True,5,134007582,4376,29321,63049
2018-09-12 15:30:00 UTC,True,35,151156861,2996,38808,111792
2018-09-27 11:15:00 UTC,True,26,183552899,5978,33883,98514
2018-09-20 14:15:00 UTC,True,9,184317809,7825,37143,112479
2019-05-09 17:00:00 UTC,True,42,156106089,5561,39234,81108
2018-09-19 07:15:00 UTC,True,19,184876304,4373,25482,114240
2018-09-07 13:45:00 UTC,True,93,161331471,6105,33313,182684
2018-09-15 12:45:00 UTC,True,17,189403174,1270,36416,82230
2019-05-29 12:00:00 UTC,True,11,153877566,9813,35741,69084
2018-09-17 22:45:00 UTC,True,14,191883416,2985,31452,130622
2019-06-30 20:15:00 UTC,False,130,122050548,7146,30827,75422
2018-10-31 20:15:00 UTC,False,141,183965194,5865,36518,164635
2019-06-05 13:45:00 UTC,False,11,184080760,5708,20131,188104
2018-10-11 10:15:00 UTC,False,13,114908166,8281,38239,185913
2018-10-25 08:45:00 UTC,False,1800,167695331,4791,37954,142847
2018-09-25 10:45:00 UTC,True,33,154098680,1541,21525,128440
2019-06-24 19:00:00 UTC,True,18,163030703,6379,25287,78793
2019-05-06 16:15:00 UTC,True,2,158610420,6074,21957,181662
2019-06-03 19:15:00 UTC,False,76,101711821,5461,38183,68079
2019-05-30 16:45:00 UTC,True,56,197082904,8882,33066,182091
2019-06-19 22:15:00 UTC,True,12,181912486,1959,38923,165908
2018-09-11 16:30:00 UTC,True,54,194319949,5318,26005,184475
2019-06-26 09:15:00 UTC,True,12,108173272,8056,25667,190057
2019-05-23 16:15:00 UTC,True,65,145500673,3456,38558,98276
2018-10-19 18:00:00 UTC,False,114,125028832,5644,21307,60809
2019-05-01 21:15:00 UTC,True,11,143087852,7751,21537,148686
2018-09-20 16:30:00 UTC,True,15,135439678,2061,38617,107624
2018-09-27 15:15:00 UTC,True,69,108633638,4412,24163,71552
2019-06-15 22:00:00 UTC,True,29,165706751,3484,34727,59886
2018-09-11 09:30:00 UTC,True,62,176715039,1592,21871,129235
2019-06-18 08:15:00 UTC,True,22,141865441,4248,29775,56830
2018-10-15 16:45:00 UTC,False,12,178966732,1590,26885,171471
2019-06-26 09:00:00 UTC,False,8,137107374,3284,34624,90420
2019-06-04 16:00:00 UTC,False,18,112550723,6673,28725,185427
2019-06-30 22:00:00 UTC,True,13,152894419,4695,37749,112365
2018-09-25 13:45:00 UTC,True,15,110581427,7604,39645,50901
2019-06-11 20:15:00 UTC,False,17,150284080,1462,33660,142712
2018-10-09 16:15:00 UTC,False,7,117190888,8155,26893,143213
2019-06-08 06:45:00 UTC,True,13,124670266,3672,29309,72914
2019-06-25 09:45:00 UTC,True,51,110951576,8077,38318,156257
2018-09-15 21:45:00 UTC,True,123,183761864,6842,38167,68700
2018-10-02 22:15:00 UTC,False,19,136405992,9264,38983,103823
2018-10-28 14:30:00 UTC,False,11,155993566,4640,39171,79798
2018-09-22 18:00:00 UTC,True,5,138508793,6427,20057,109091
2019-06-10 14:45:00 UTC,False,5,170241937,7903,38869,172383
2018-09-10 20:30:00 UTC,True,13,187356188,1590,26885,189521
2019-05-19 19:30:00 UTC,True,5,192334622,9772,25076,72284
2019-06-19 21:00:00 UTC,True,11,176767030,1477,33931,145123
2019-06-09 17:15:00 UTC,False,39,103224126,2737,34622,156560
2019-06-06 09:00:00 UTC,True,28,133659887,6673,28725,95659
2019-06-12 09:00:00 UTC,True,5,120956644,7878,25002,50943
2019-06-12 21:00:00 UTC,False,18,118166471,7604,39645,76731
2019-06-02 19:00:00 UTC,False,10,142244833,3654,31366,67614
2018-10-02 17:00:00 UTC,False,48,125329565,6258,37278,156073
2019-06-23 22:00:00 UTC,False,1800,157523131,4013,24294,163828
2019-06-25 06:30:00 UTC,True,10,156029976,9649,31627,154806
2019-06-29 21:45:00 UTC,True,9,125794567,8673,36606,82825
2019-05-18 15:45:00 UTC,True,7,113244854,8009,37702,148590
2019-06-12 15:00:00 UTC,False,96,149486250,6976,37852,70296
2019-06-17 21:30:00 UTC,True,11,135299702,2921,20308,83933
2019-06-17 11:15:00 UTC,True,20,170774744,5470,23583,126415
2018-09-16 21:30:00 UTC,True,17,126769036,6566,30217,117747
2019-06-24 08:45:00 UTC,True,9,103469253,4376,29321,100160
2019-05-14 16:30:00 UTC,True,27,132548311,5753,34744,157067
2019-06-10 20:30:00 UTC,False,28,181984329,5067,33712,102160
2019-06-03 13:15:00 UTC,True,10,169492858,7633,23778,51906
2019-06-14 13:00:00 UTC,True,23,140314001,8155,26893,99091
2019-06-18 20:30:00 UTC,True,30,157552337,9061,37224,151213
2019-06-27 10:00:00 UTC,True,58,105110424,1573,24601,139234
2019-06-16 14:00:00 UTC,False,47,140542470,6173,26527,98362
2019-06-21 13:00:00 UTC,False,27,189033953,9979,27982,148486
2019-06-21 11:15:00 UTC,True,23,133613389,5639,25404,79096
2018-09-18 14:00:00 UTC,True,7,124888707,3542,31761,59637
2019-06-06 12:45:00 UTC,True,7,113919999,7883,29849,152919
2019-06-28 09:30:00 UTC,False,6,157586347,1832,30363,189064
2019-06-12 20:00:00 UTC,False,8,155535809,8843,23842,63044
2019-06-30 20:15:00 UTC,False,134,169327117,2767,32575,138226
2019-06-04 19:00:00 UTC,False,6,151849533,3466,25311,167464
2018-10-21 15:45:00 UTC,True,9,166361155,8979,30949,68052
2019-06-06 16:30:00 UTC,False,106,117547199,7115,21649,89100
2019-06-19 19:30:00 UTC,True,7,123060673,8585,20433,148069
2018-09-13 22:00:00 UTC,True,23,117004731,1362,30535,141727
2019-06-24 15:00:00 UTC,False,13,109166391,1642,24710,116670
2019-06-04 16:45:00 UTC,False,8,151248208,6543,29281,98999
2019-06-05 16:30:00 UTC,False,1800,198168475,5573,29878,182485
2019-06-20 08:30:00 UTC,True,4,182853719,1477,33931,179688
2019-06-03 16:30:00 UTC,False,20,139988735,1332,32619,76148
2019-06-11 21:45:00 UTC,True,7,127447094,4858,38826,86668
2019-06-20 14:30:00 UTC,False,24,162999775,7883,29849,51652
2018-09-21 09:15:00 UTC,True,10,108598942,1464,34879,69584
2018-10-03 16:00:00 UTC,False,8,163506055,5155,38953,134700
2019-06-09 14:15:00 UTC,False,13,196901097,8962,34026,158394
2018-09-20 19:00:00 UTC,True,106,177214800,9337,28116,133717
2019-06-13 09:00:00 UTC,False,23,146950161,5055,39431,176559
2019-06-21 08:45:00 UTC,False,9,179394096,7189,21005,175179
2019-06-17 16:15:00 UTC,False,33,106829610,1121,29274,148899
2019-06-16 19:30:00 UTC,True,7,117097138,1477,33931,187625
2019-06-12 19:00:00 UTC,True,9,163955202,1390,32899,165218
2019-06-03 11:45:00 UTC,False,10,187455180,6809,37843,187734
2019-06-08 14:15:00 UTC,False,89,163081086,8748,36927,119993
2019-06-13 16:15:00 UTC,False,139,128102006,7048,23531,194640
2019-06-17 20:00:00 UTC,True,11,103846665,1399,29948,121598
2019-06-08 10:00:00 UTC,True,42,138671000,5105,31263,54822
2018-09-29 16:45:00 UTC,True,32,139257607,1393,27456,99720
2018-09-29 20:30:00 UTC,True,4,186226534,7890,24784,161517
2018-09-17 20:00:00 UTC,True,5,147397122,4994,35051,182910
2018-10-10 14:00:00 UTC,True,6,177195075,4644,28327,195555
2019-06-13 10:45:00 UTC,True,30,135416718,8246,39834,50792
2018-09-12 16:00:00 UTC,True,29,132959724,2697,22196,158142
2019-06-20 15:15:00 UTC,True,26,158367868,3078,36355,64572
2019-06-15 10:00:00 UTC,True,6,105541944,1270,36416,166604
2019-06-02 20:15:00 UTC,True,21,125170085,2698,27506,162555
2018-10-04 16:15:00 UTC,False,75,184203612,4744,27674,102841
2019-06-15 21:15:00 UTC,False,120,135205104,9061,37224,183704
2019-06-18 20:45:00 UTC,True,21,108238836,7422,26340,158123
2019-06-15 12:00:00 UTC,False,8,151935293,9982,35639,100717
2019-05-16 13:45:00 UTC,True,155,156926090,9756,33403,86342
2018-09-22 13:30:00 UTC,True,13,132420107,2031,30205,161055
2019-06-03 09:45:00 UTC,True,3,101298534,9308,37497,52870
2019-05-28 17:00:00 UTC,True,39,111958139,3672,29309,148726
2019-06-29 11:15:00 UTC,False,52,116806896,8506,37759,197249
2018-10-30 16:15:00 UTC,False,308,186877768,4177,27648,175791
2019-06-30 20:30:00 UTC,True,15,126229061,2698,27506,75238
2019-06-13 16:15:00 UTC,True,88,116988171,5864,21046,78879
2019-06-15 22:00:00 UTC,True,28,197143196,4273,29510,95488
2018-10-15 16:30:00 UTC,False,17,113160310,8929,35538,85712
2019-06-21 02:15:00 UTC,False,14,159972264,2221,38849,155216
2018-09-20 22:00:00 UTC,True,18,173696721,8905,28160,150417
2018-10-20 20:00:00 UTC,False,11,104321924,6130,28665,169510
2019-06-06 16:45:00 UTC,True,10,142324472,8213,36492,125060
2018-10-24 17:00:00 UTC,False,43,129526698,9922,33328,67946
2019-06-02 20:30:00 UTC,False,5,179250185,2921,20308,69904
2018-09-02 19:00:00 UTC,True,89,195034327,9589,33177,195881
2019-06-14 16:15:00 UTC,False,40,159857583,5696,31860,173922
2018-09-17 15:30:00 UTC,True,17,174426775,9219,21939,130561
2019-06-10 10:15:00 UTC,True,13,112164596,7563,28435,95145
2019-06-10 16:45:00 UTC,False,23,178882326,6543,29281,165386
2019-06-09 18:30:00 UTC,True,15,146746705,9943,29058,60209
2019-05-17 12:45:00 UTC,True,10,148976892,2894,34971,116349
2019-06-06 17:30:00 UTC,False,46,123526227,4661,37369,56203
2019-06-23 16:30:00 UTC,True,38,123341262,7063,35569,55418
2019-06-27 08:45:00 UTC,False,200,116295206,6654,24173,169908
2019-06-05 09:45:00 UTC,False,13,130671591,8453,32850,103882
2019-06-01 21:15:00 UTC,True,21,157764144,7016,35333,153350
2019-06-10 21:45:00 UTC,False,48,123004154,8962,34026,92439
2019-05-21 16:30:00 UTC,True,14,196452446,4071,31841,142412
2018-09-19 22:15:00 UTC,True,19,169139993,5398,31026,86418
2019-06-11 23:00:00 UTC,True,277,174524800,8453,32850,164318
2019-06-13 14:15:00 UTC,True,37,144049783,6578,33674,167421
2018-10-04 08:15:00 UTC,False,88,138392096,2244,23429,170893
2018-10-04 08:15:00 UTC,False,32,191033263,8395,23967,149977
2018-10-31 22:00:00 UTC,False,97,179010073,7149,29973,186290
2018-09-06 20:45:00 UTC,True,11,106231104,1007,30172,161994
2019-06-05 10:30:00 UTC,True,11,151818534,3451,27955,197487
2018-09-07 18:45:00 UTC,True,30,191975352,4849,33929,121192
2019-06-27 11:45:00 UTC,True,16,194497064,1270,36416,160341
2019-06-03 20:00:00 UTC,True,6,126053370,2937,26213,53960
2019-06-20 15:00:00 UTC,False,75,167695618,5055,39431,166651
2019-06-15 15:15:00 UTC,True,2,110531294,5483,37522,52299
2019-06-18 11:15:00 UTC,True,9,106532404,1477,33931,177404
2018-09-03 21:15:00 UTC,True,81,196403486,9589,33177,120320
2019-06-04 18:00:00 UTC,False,832,150802517,9183,22075,195042
2018-10-20 16:15:00 UTC,False,16,144894994,7770,35423,177549
2018-09-21 21:30:00 UTC,True,131,114605963,6842,38167,152766
2019-06-20 12:30:00 UTC,True,22,158693062,6368,29196,157370
2018-09-25 16:15:00 UTC,True,35,101868566,6742,33276,194001
2019-06-11 10:00:00 UTC,True,26,119253841,3063,37813,56427
2019-06-18 15:15:00 UTC,False,88,106481832,6277,22852,154855
2019-06-25 12:45:00 UTC,False,135,101529353,4227,32602,158888
2018-09-10 21:15:00 UTC,True,56,199143704,8973,32223,52126
2018-09-04 17:00:00 UTC,True,41,105611481,8244,39374,128586
2018-09-30 10:00:00 UTC,True,96,148969795,3951,35086,189671
2019-06-26 09:15:00 UTC,False,41,105074497,7342,22701,132213
2019-06-23 16:15:00 UTC,True,12,116956872,6543,29281,107586
2018-09-21 08:30:00 UTC,True,9,128784170,3654,31366,171379
2018-09-21 13:15:00 UTC,True,37,120060582,2031,30205,175645
2019-06-23 15:00:00 UTC,False,34,194092123,9943,29058,144680
2019-06-15 00:30:00 UTC,False,22,171798881,3466,25311,56594
2019-06-14 15:00:00 UTC,False,78,176430279,3484,34727,155636
2019-06-21 12:00:00 UTC,False,104,103325886,1692,26957,173579
2018-10-12 17:15:00 UTC,False,124,191913620,8854,35810,195726
2019-06-10 16:00:00 UTC,False,15,115586126,5458,38589,156496
2019-06-20 15:45:00 UTC,False,67,158869443,2097,27035,131722
2019-06-30 17:30:00 UTC,False,95,164890750,2854,26805,160636
2018-10-02 20:30:00 UTC,False,71,163078103,4460,25529,63544
2019-06-16 14:15:00 UTC,False,15,126966675,5072,21399,108980
2018-09-22 15:45:00 UTC,True,3,152801541,6087,39017,156172
2019-06-14 18:30:00 UTC,False,32,170212806,6614,35310,100641
2019-06-19 13:30:00 UTC,True,24,100316371,3282,26157,168652
2019-06-09 15:30:00 UTC,True,19,173186991,4858,38826,90951
2018-09-16 21:45:00 UTC,True,19,136635070,6661,29164,132488
2019-06-19 08:45:00 UTC,False,12,103376459,2937,26213,64437
2019-06-10 20:15:00 UTC,True,7,120426518,9968,25381,141101
2018-09-14 16:00:00 UTC,True,70,160382012,1457,23801,85581
2019-06-20 20:00:00 UTC,True,19,176800864,4598,25149,178087
2018-10-02 22:00:00 UTC,False,16,166346509,1636,26489,164936
2019-05-28 16:45:00 UTC,True,9,187370571,8585,20433,63344
2018-09-04 16:00:00 UTC,True,9,173060038,6479,20166,196096
2019-06-03 16:30:00 UTC,False,155,178947466,5013,38810,185740
2019-06-11 17:15:00 UTC,False,17,145828472,1393,27456,123462
2018-10-14 12:00:00 UTC,False,19,190309469,8979,30949,94161
2019-06-22 11:15:00 UTC,False,12,165163148,6072,34426,130785
2019-06-02 19:15:00 UTC,False,40,101135017,9183,22075,168232
2019-06-27 13:00:00 UTC,False,28,139183580,4447,27189,100841
2019-06-20 11:30:00 UTC,False,28,163535864,5639,25404,138884
2019-06-10 16:45:00 UTC,False,57,134691659,1535,34110,104120
2019-06-03 22:00:00 UTC,True,45,118656114,3731,23921,81753
2019-06-14 12:15:00 UTC,False,299,172873786,1252,39949,54203
2019-06-22 16:45:00 UTC,False,7,110641326,4161,35274,71622
2019-05-09 15:45:00 UTC,True,9,116639783,6130,28665,137159
2018-09-18 20:15:00 UTC,True,58,124647367,5653,27526,56330
2018-09-20 13:45:00 UTC,True,13,129501462,8205,39732,62711
2018-10-24 10:30:00 UTC,True,15,184015679,8212,32603,128653
2019-05-12 02:00:00 UTC,True,8,140566514,5672,30228,96456
2018-10-19 16:30:00 UTC,False,14,171893928,8826,34496,162599
2019-06-10 08:30:00 UTC,False,59,175426163,8882,33066,91143
2019-06-19 14:30:00 UTC,False,28,176635035,9757,30198,134352
2019-06-11 21:30:00 UTC,False,40,183838753,1658,25563,129911
2019-06-14 22:00:00 UTC,True,5,177655186,1393,27456,150405
2019-06-28 07:45:00 UTC,True,5,187696437,4320,29829,117876
2019-06-06 16:00:00 UTC,False,9,129159677,7052,26074,107968
2018-10-22 19:45:00 UTC,False,19,106802969,8151,36823,98131
2019-06-22 14:30:00 UTC,True,50,167498912,9288,25177,169147
2019-06-04 20:00:00 UTC,True,4,159473145,9219,21939,74753
2019-06-13 09:45:00 UTC,True,22,186753114,5110,25037,95709
2018-10-30 21:00:00 UTC,False,269,160450139,8699,26532,193676
2019-06-27 06:15:00 UTC,False,22,199798074,5182,29577,134749
2018-10-08 15:30:00 UTC,True,8,114452404,1464,34879,76234
2018-10-31 20:15:00 UTC,False,153,132086673,8255,20770,199703
2018-09-09 12:00:00 UTC,True,27,183339604,5230,24502,68038
2019-06-20 21:30:00 UTC,False,67,149981199,3693,20101,161702
2019-05-13 08:45:00 UTC,True,5,136045199,6427,20057,173381
2018-09-13 20:15:00 UTC,True,10,108193717,8905,28160,120069
2019-06-11 16:30:00 UTC,False,16,183921753,2385,20291,162342
2019-06-10 16:15:00 UTC,True,86,142653738,9962,32930,159656
2018-09-29 18:00:00 UTC,True,8,144198625,8905,28160,65850
2019-06-26 09:45:00 UTC,False,15,177574527,9119,25566,58986
2019-06-17 13:00:00 UTC,False,11,160255439,1464,34879,51473
2019-05-14 00:00:00 UTC,True,47,120431260,7659,27391,103901
2019-06-04 09:45:00 UTC,False,10,167224145,2385,20291,120069
2019-06-15 19:45:00 UTC,True,102,145450401,7677,34872,131160
2018-10-15 13:00:00 UTC,False,57,159514105,7149,29973,123320
2019-06-06 15:45:00 UTC,False,16,131678639,2921,20308,117338
2019-06-15 22:00:00 UTC,True,14,144695580,1393,27456,134250
2019-06-18 17:15:00 UTC,False,33,181335499,8246,39834,72703
2019-06-03 15:30:00 UTC,True,13,114645515,8161,25950,150307
2019-06-10 11:45:00 UTC,False,3,110020945,4892,37127,83658
2019-06-03 13:30:00 UTC,False,8,191976465,4622,34178,164045
2018-10-21 22:30:00 UTC,False,20,110451973,7681,29330,58660
2018-10-14 12:30:00 UTC,False,49,103005624,2142,26000,72716
2019-06-24 09:30:00 UTC,False,29,178237590,8882,33066,199540
2018-09-25 20:15:00 UTC,True,21,168524564,8905,28160,141279
2018-10-01 22:15:00 UTC,False,5,112438396,7160,23395,139890
2019-06-14 16:15:00 UTC,True,12,187833521,3100,37410,103751
2019-06-26 09:15:00 UTC,True,18,139024289,9061,37224,121883
2019-06-07 23:00:00 UTC,False,16,188929968,6244,38384,149932
2019-06-17 12:00:00 UTC,False,44,160112483,4177,27648,169028
2019-06-17 19:45:00 UTC,False,23,147546689,2385,20291,52048
2018-09-28 11:00:00 UTC,True,39,191768933,5576,26323,163739
2019-06-03 20:00:00 UTC,False,8,115965304,4547,27205,183007
2019-06-14 08:00:00 UTC,True,6,180700662,8161,25950,101477
2019-06-18 13:15:00 UTC,False,23,171732856,9114,22238,175920
2019-06-27 14:30:00 UTC,False,56,139919598,2737,34622,174713
2018-09-19 11:45:00 UTC,True,66,188407225,6578,33674,84509
2018-10-13 20:15:00 UTC,False,22,167327032,4376,29321,133946
2018-10-26 11:30:00 UTC,False,31,102966664,9114,22238,117073
2019-06-12 16:45:00 UTC,False,12,172849258,4081,27385,193099
2019-06-15 13:30:00 UTC,True,95,138203585,7751,21537,197987
2019-06-18 15:45:00 UTC,False,4,189854641,5576,26323,163550
2019-06-01 19:15:00 UTC,True,20,106403508,6717,23782,136947
2019-05-25 22:15:00 UTC,True,54,115179684,2737,34622,91149
2019-05-14 14:30:00 UTC,True,25,100489356,8672,29750,174460
2019-06-26 22:45:00 UTC,True,15,140713702,1464,34879,118113
2019-06-23 10:45:00 UTC,False,29,164067039,9178,23659,54738
2018-10-22 15:15:00 UTC,False,167,195600328,1189,27381,124533
2019-05-29 18:30:00 UTC,True,19,193901795,9757,30198,194957
2019-06-23 19:30:00 UTC,False,128,137113806,7604,39645,145621
2019-06-13 21:15:00 UTC,False,42,141456959,7604,39645,127501
2019-06-23 23:30:00 UTC,False,27,104815920,8025,22509,131155
2019-06-14 23:15:00 UTC,False,14,168941677,6072,34426,51721
2019-06-05 14:45:00 UTC,True,214,152124786,5833,39366,69903
2018-10-02 21:15:00 UTC,True,21,114822425,7890,24784,160636
2019-06-24 11:15:00 UTC,False,22,153681736,1464,34879,87851
2018-09-25 12:30:00 UTC,True,15,143679597,3050,33057,81317
2018-10-08 10:15:00 UTC,False,11,174380805,3626,23072,136418
2018-10-26 19:15:00 UTC,False,11,147914685,2330,31376,66064
2018-09-16 21:15:00 UTC,True,28,188893835,7604,39645,86117
2018-10-01 12:00:00 UTC,False,14,197812699,6065,28520,159766
2018-09-29 20:30:00 UTC,True,62,174782789,6842,38167,176796
2018-10-30 09:30:00 UTC,False,31,138869786,6479,20166,62860
2019-05-23 20:45:00 UTC,True,3,187232255,9398,36711,181386
2018-09-01 20:30:00 UTC,True,31,167232692,1214,24410,191068
2018-10-30 17:15:00 UTC,True,15,153503215,6819,27890,59438
2019-06-13 15:45:00 UTC,False,23,175862702,2698,27506,168101
2018-10-09 16:45:00 UTC,False,38,146414810,2177,21915,70429
2018-10-16 16:45:00 UTC,False,95,189404515,1786,27414,99309
2018-09-02 18:30:00 UTC,True,19,146253371,6819,27890,87326
2019-05-17 16:45:00 UTC,True,19,106971694,7348,34341,128281
2019-06-17 11:00:00 UTC,False,95,114000396,7143,22475,79803
2019-06-03 16:30:00 UTC,False,79,134052685,5696,31860,136468
2019-06-06 15:45:00 UTC,False,67,123350895,4994,35051,91607
2019-06-25 21:30:00 UTC,False,74,150732471,7189,21005,174251
2019-06-16 20:45:00 UTC,True,27,154546032,9316,32183,183354
2019-06-28 17:15:00 UTC,False,24,128724823,7671,34774,196673
